Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,DayOfWeek,Month,ActivityLevel,Steps_Normalized,VeryActive_Normalized,ActivityScore
1844505072,2016-04-01,6847,4.53000020980835,4.53000020980835,0.0,0.610000014305115,0.370000004768372,3.54999995231628,0.0,9,9,251,1171,1969,Friday,April,Moderately Active,0.19009411699380882,0.04285714285714286,0.11647562992547583
1844505072,2016-04-02,5367,3.54999995231628,3.54999995231628,0.0,0.0,0.0,3.54999995231628,0.0,0,0,263,1177,1889,Saturday,April,Moderately Active,0.14900469196812793,0.0,0.07450234598406397
1844505072,2016-04-03,2841,1.87999999523163,1.87999999523163,0.0,0.0,0.0,1.87999999523163,0.0,0,0,136,1114,1636,Sunday,April,Sedentary,0.0788750381742969,0.0,0.03943751908714845
1844505072,2016-04-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,669,1347,Monday,April,Sedentary,0.0,0.0,0.0
1844505072,2016-04-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,Tuesday,April,Sedentary,0.0,0.0,0.0
1844505072,2016-04-06,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1349,Wednesday,April,Sedentary,0.00019434187512146366,0.0,9.717093756073183e-05
1844505072,2016-04-07,6344,4.19000005722046,4.19000005722046,0.0,0.0,0.0,4.19000005722046,0.0,0,0,290,1150,1965,Thursday,April,Moderately Active,0.17612926511008078,0.0,0.08806463255504039
1844505072,2016-04-08,5316,3.50999999046326,3.50999999046326,0.0,0.0,0.0,3.50999999046326,0.0,0,0,221,1219,1824,Friday,April,Moderately Active,0.14758877259224298,0.0,0.07379438629612149
1844505072,2016-04-09,4979,3.28999996185303,3.28999996185303,0.0,0.0,0.0,3.28999996185303,0.0,0,0,184,620,1807,Saturday,April,Sedentary,0.13823259946139538,0.0,0.06911629973069769
1844505072,2016-04-10,6556,4.34000015258789,4.34000015258789,0.0,0.0,0.0,4.32999992370605,0.0,0,0,305,810,1971,Sunday,April,Moderately Active,0.18201504761375942,0.0,0.09100752380687971
1844505072,2016-04-11,5430,3.58999991416931,3.58999991416931,0.0,0.0,0.0,3.58999991416931,0.0,0,0,251,1189,1888,Monday,April,Moderately Active,0.1507537688442211,0.0,0.07537688442211055
1844505072,2016-04-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,426,399,Tuesday,April,Sedentary,0.0,0.0,0.0
1927972279,2016-04-01,4317,2.99000000953674,2.99000000953674,0.0,0.0,0.370000004768372,2.61999988555908,0.0,0,11,192,854,2590,Friday,April,Sedentary,0.11985341069990837,0.0,0.05992670534995419
1927972279,2016-04-02,5662,3.92000007629395,3.92000007629395,0.0,0.0,0.0,3.92000007629395,0.0,0,0,267,858,2783,Saturday,April,Moderately Active,0.15719481384824677,0.0,0.07859740692412338
1927972279,2016-04-03,3198,2.21000003814697,2.21000003814697,0.0,0.0,0.0,2.21000003814697,0.0,0,0,146,1183,2449,Sunday,April,Sedentary,0.08878647380549154,0.0,0.04439323690274577
1927972279,2016-04-04,2352,1.62999999523163,1.62999999523163,0.0,0.0,0.0,1.62999999523163,0.0,0,0,128,829,2380,Monday,April,Sedentary,0.0652988700408118,0.0,0.0326494350204059
1927972279,2016-04-05,2234,1.54999995231628,1.54999995231628,0.0,0.0,0.0,1.54999995231628,0.0,0,0,108,912,2344,Tuesday,April,Sedentary,0.06202282128876426,0.0,0.03101141064438213
1927972279,2016-04-06,1259,0.870000004768372,0.870000004768372,0.0,0.0,0.0,0.870000004768372,0.0,0,0,73,938,2202,Wednesday,April,Sedentary,0.03495377439684611,0.0,0.017476887198423056
1927972279,2016-04-07,768,0.529999971389771,0.529999971389771,0.0,0.0,0.0,0.529999971389771,0.0,0,0,43,1397,2130,Thursday,April,Sedentary,0.0213220800133263,0.0,0.01066104000666315
1927972279,2016-04-08,519,0.360000014305115,0.360000014305115,0.0,0.0,0.0,0.360000014305115,0.0,0,0,34,1406,2088,Friday,April,Sedentary,0.014409061884005663,0.0,0.007204530942002831
1927972279,2016-04-09,2523,1.75,1.75,0.0,0.0,0.370000004768372,1.37999999523163,0.0,0,9,134,1250,2443,Saturday,April,Sedentary,0.07004636441877898,0.0,0.03502318220938949
1927972279,2016-04-10,2105,1.46000003814697,1.46000003814697,0.0,0.0,0.0,1.46000003814697,0.0,0,0,139,805,2442,Sunday,April,Sedentary,0.058441378161525864,0.0,0.029220689080762932
1927972279,2016-04-11,1209,0.839999973773956,0.839999973773956,0.0,0.0,0.0,0.839999973773956,0.0,0,0,73,842,2255,Monday,April,Sedentary,0.03356561814597851,0.0,0.016782809072989256
1927972279,2016-04-12,24,0.0199999995529652,0.0199999995529652,0.0,0.0,0.0,0.0199999995529652,0.0,0,0,3,161,942,Tuesday,April,Sedentary,0.0006663150004164468,0.0,0.0003331575002082234
2022484408,2016-04-01,13603,9.60000038146973,9.60000038146973,0.0,5.46000003814697,0.629999995231628,3.50999999046326,0.0,72,16,213,1139,2645,Friday,April,Active,0.37766178961103863,0.34285714285714286,0.3602594662340908
2022484408,2016-04-02,5477,3.83999991416931,3.83999991416931,0.0,0.0,0.0,3.83999991416931,0.0,0,0,237,1203,2040,Saturday,April,Moderately Active,0.15205863572003664,0.0,0.07602931786001832
2022484408,2016-04-03,11144,7.82000017166138,7.82000017166138,0.0,1.78999996185303,0.889999985694885,5.1399998664856,0.0,25,22,279,1114,2395,Sunday,April,Active,0.30939226519337015,0.11904761904761904,0.2142199421204946
2022484408,2016-04-04,15313,11.0,11.0,0.0,5.01999998092651,1.28999996185303,4.69000005722046,0.0,62,19,233,1126,2581,Monday,April,Active,0.42513673339071045,0.29523809523809524,0.3601874143144028
2022484408,2016-04-05,10805,7.59000015258789,7.59000015258789,0.0,0.720000028610229,0.980000019073486,5.8899998664856,0.0,36,37,298,1069,2735,Tuesday,April,Active,0.29998056581248783,0.17142857142857143,0.23570456862052963
2022484408,2016-04-06,15392,10.9300003051758,10.9300003051758,0.0,3.4300000667572,1.75,5.75,0.0,47,42,258,1093,2733,Wednesday,April,Active,0.4273300202670813,0.22380952380952382,0.32556977203830256
2022484408,2016-04-07,18247,13.8299999237061,13.8299999237061,0.0,7.1100001335144,2.21000003814697,4.51000022888184,0.0,72,62,252,1054,3021,Thursday,April,Active,0.5065937421916211,0.34285714285714286,0.424725442524382
2022484408,2016-04-08,13023,9.26000022888184,9.26000022888184,0.0,3.23000001907349,0.560000002384186,5.46999979019165,0.0,40,12,296,1092,2577,Friday,April,Active,0.36155917710097446,0.19047619047619047,0.2760176837885825
2022484408,2016-04-09,16267,12.5900001525879,12.5900001525879,0.0,5.75,0.469999998807907,6.36999988555908,0.0,44,16,302,1078,2811,Saturday,April,Active,0.4516227546572642,0.20952380952380953,0.3305732820905369
2022484408,2016-04-10,10005,7.01999998092651,7.01999998092651,0.0,0.0799999982118607,1.04999995231628,5.90000009536743,0.0,1,23,339,1077,2458,Sunday,April,Active,0.2777700657986063,0.004761904761904762,0.14126598528025552
2022484408,2016-04-11,10106,7.09000015258789,7.09000015258789,0.0,1.21000003814697,0.560000002384186,5.32999992370605,0.0,41,16,272,1111,2568,Monday,April,Active,0.28057414142535886,0.19523809523809524,0.23790611833172703
2022484408,2016-04-12,6717,4.71999979019165,4.71999979019165,0.0,3.23000001907349,0.219999998807907,1.26999998092651,0.0,41,5,67,551,1140,Tuesday,April,Moderately Active,0.18648491074155307,0.19523809523809524,0.19086150298982416
2026352035,2016-04-01,2605,1.62000000476837,1.62000000476837,0.0,0.0,0.0,1.62000000476837,0.0,0,0,166,729,1407,Friday,April,Sedentary,0.07232294067020184,0.0,0.03616147033510092
2026352035,2016-04-02,1229,0.759999990463257,0.759999990463257,0.0,0.0,0.0,0.759999990463257,0.0,0,0,69,795,1237,Saturday,April,Sedentary,0.03412088064632555,0.0,0.017060440323162774
2026352035,2016-04-03,2308,1.42999994754791,1.42999994754791,0.0,0.0,0.0,1.42999994754791,0.0,0,0,115,720,1330,Sunday,April,Sedentary,0.0640772925400483,0.0,0.03203864627002415
2026352035,2016-04-04,6679,4.1399998664856,4.1399998664856,0.0,0.0,0.0,4.1399998664856,0.0,0,0,263,644,1583,Monday,April,Moderately Active,0.1854299119908937,0.0,0.09271495599544685
2026352035,2016-04-05,5645,3.5,3.5,0.0,0.0,0.0,3.5,0.0,0,0,248,621,1538,Tuesday,April,Moderately Active,0.15672284072295178,0.0,0.07836142036147589
2026352035,2016-04-06,3180,1.97000002861023,1.97000002861023,0.0,0.0,0.0,1.97000002861023,0.0,0,0,185,738,1421,Wednesday,April,Sedentary,0.08828673755517921,0.0,0.044143368777589606
2026352035,2016-04-07,2767,1.72000002861023,1.72000002861023,0.0,0.0,0.0,1.72000002861023,0.0,0,0,170,673,1392,Thursday,April,Sedentary,0.07682056692301285,0.0,0.03841028346150643
2026352035,2016-04-08,3762,2.32999992370605,2.32999992370605,0.0,0.0,0.0,2.32999992370605,0.0,0,0,173,719,1425,Friday,April,Sedentary,0.10444487631527805,0.0,0.05222243815763902
2026352035,2016-04-09,3098,1.91999995708466,1.91999995708466,0.0,0.0,0.0,1.91999995708466,0.0,0,0,185,700,1413,Saturday,April,Sedentary,0.08601016130375636,0.0,0.04300508065187818
2026352035,2016-04-10,5142,3.19000005722046,3.19000005722046,0.0,0.0,0.0,3.19000005722046,0.0,0,0,230,654,1515,Sunday,April,Moderately Active,0.14275798883922375,0.0,0.07137899441961187
2026352035,2016-04-11,3279,2.02999997138977,2.02999997138977,0.0,0.0,0.0,2.02999997138977,0.0,0,0,164,694,1405,Monday,April,Sedentary,0.09103528693189705,0.0,0.045517643465948526
2026352035,2016-04-12,1019,0.629999995231628,0.629999995231628,0.0,0.0,0.0,0.629999995231628,0.0,0,0,64,223,600,Tuesday,April,Sedentary,0.02829062439268164,0.0,0.01414531219634082
2320127002,2016-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,Friday,April,Sedentary,0.0,0.0,0.0
2320127002,2016-04-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,Saturday,April,Sedentary,0.0,0.0,0.0
2320127002,2016-04-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,Sunday,April,Sedentary,0.0,0.0,0.0
2320127002,2016-04-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,Monday,April,Sedentary,0.0,0.0,0.0
2320127002,2016-04-05,4931,3.3199999332428,3.3199999332428,0.0,0.0,0.0,3.3199999332428,0.0,0,0,175,1265,1708,Tuesday,April,Sedentary,0.1368999694605625,0.0,0.06844998473028124
2320127002,2016-04-06,6999,4.71999979019165,4.71999979019165,0.0,0.0,0.0,4.71999979019165,0.0,0,0,320,1120,1950,Wednesday,April,Moderately Active,0.19431411199644633,0.0,0.09715705599822316
2320127002,2016-04-07,1846,1.24000000953674,1.24000000953674,0.0,0.0,0.0,1.24000000953674,0.0,0,0,93,1347,1508,Thursday,April,Sedentary,0.051250728782031706,0.0,0.025625364391015853
2320127002,2016-04-08,3417,2.29999995231628,2.29999995231628,0.0,0.0,0.0,2.29999995231628,0.0,0,0,153,1287,1625,Friday,April,Sedentary,0.09486659818429162,0.0,0.04743329909214581
2320127002,2016-04-09,4863,3.27999997138977,3.27999997138977,0.0,0.0599999986588955,0.419999986886978,2.79999995231628,0.0,1,11,208,1220,1772,Saturday,April,Sedentary,0.13501207695938255,0.004761904761904762,0.06988699086064366
2320127002,2016-04-10,2277,1.52999997138977,1.52999997138977,0.0,0.0,0.0,1.52999997138977,0.0,0,0,103,1337,1530,Sunday,April,Sedentary,0.0632166356645104,0.0,0.0316083178322552
2320127002,2016-04-11,11230,7.67000007629395,7.67000007629395,0.0,0.889999985694885,0.119999997317791,6.65999984741211,0.0,10,2,390,1038,2206,Monday,April,Active,0.31177989394486244,0.047619047619047616,0.17969947078195503
2320127002,2016-04-12,2098,1.4099999666214,1.4099999666214,0.0,0.0,0.0,1.4099999666214,0.0,0,0,69,617,790,Tuesday,April,Sedentary,0.058247036286404395,0.0,0.029123518143202198
2347167796,2016-03-29,10272,6.78999996185303,6.78999996185303,0.0,0.159999996423721,3.11999988555908,3.5,0.0,2,58,208,700,2041,Tuesday,March,Active,0.28518282017823926,0.009523809523809525,0.1473533148510244
2347167796,2016-03-30,10533,7.09999990463257,7.09999990463257,0.0,1.76999998092651,2.05999994277954,3.26999998092651,0.0,21,35,255,615,2187,Wednesday,March,Active,0.2924289958077681,0.1,0.19621449790388407
2347167796,2016-03-31,6760,4.46999979019165,4.46999979019165,0.0,0.0,0.0,4.46999979019165,0.0,0,0,250,613,1929,Thursday,March,Moderately Active,0.18767872511729922,0.0,0.09383936255864961
2347167796,2016-04-01,8328,5.51000022888184,5.51000022888184,0.0,0.0,2.0,3.5,0.0,0,33,212,804,1935,Friday,April,Moderately Active,0.23121130514450708,0.0,0.11560565257225354
2347167796,2016-04-02,15459,10.2200002670288,10.2200002670288,0.0,3.58999991416931,0.810000002384186,5.82000017166138,0.0,51,16,327,583,2438,Saturday,April,Active,0.42919014964324387,0.24285714285714285,0.3360236462501934
2347167796,2016-04-03,7485,4.94999980926514,4.94999980926514,0.0,0.0,0.0,4.94999980926514,0.0,0,0,324,491,2035,Sunday,April,Moderately Active,0.20780699075487938,0.0,0.10390349537743969
2347167796,2016-04-04,10254,6.80000019073486,6.80000019073486,0.0,1.41999995708466,1.23000001907349,4.15999984741211,0.0,21,25,231,638,2099,Monday,April,Active,0.2846830839279269,0.1,0.19234154196396347
2347167796,2016-04-05,10114,6.82000017166138,6.82000017166138,0.0,1.63999998569489,0.479999989271164,4.67999982833862,0.0,18,9,269,696,2096,Tuesday,April,Active,0.28079624642549766,0.08571428571428572,0.18325526606989168
2347167796,2016-04-06,11107,7.34000015258789,7.34000015258789,0.0,0.899999976158142,2.75999999046326,3.6800000667572,0.0,14,46,196,759,2058,Wednesday,April,Active,0.30836502956772815,0.06666666666666667,0.1875158481171974
2347167796,2016-04-07,10320,6.84999990463257,6.84999990463257,0.0,0.680000007152557,1.23000001907349,4.94000005722046,0.0,15,32,315,1002,2338,Thursday,April,Active,0.28651545017907215,0.07142857142857142,0.1789720108038218
2347167796,2016-04-08,10209,6.75,6.75,0.0,0.159999996423721,0.349999994039536,6.23000001907349,0.0,2,6,316,711,2104,Friday,April,Active,0.2834337433021461,0.009523809523809525,0.14647877641297782
2347167796,2016-04-09,16081,10.6300001144409,10.6300001144409,0.0,1.25,1.82000005245209,7.55999994277954,0.0,16,32,401,970,2488,Saturday,April,Active,0.44645881340403676,0.0761904761904762,0.2613246447972565
2347167796,2016-04-10,10078,6.82999992370605,6.82999992370605,0.0,1.01999998092651,0.119999997317791,5.69000005722046,0.0,12,3,303,463,2164,Sunday,April,Active,0.279796773924873,0.05714285714285714,0.16846981553386509
2347167796,2016-04-11,10001,6.6100001335144,6.6100001335144,0.0,0.330000013113022,2.9300000667572,3.35999989509583,0.0,5,52,196,788,2009,Monday,April,Active,0.27765901329853687,0.023809523809523808,0.15073426855403033
2347167796,2016-04-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,425,399,Tuesday,April,Sedentary,0.0,0.0,0.0
2873212765,2016-04-01,890,0.600000023841858,0.600000023841858,0.0,0.0,0.0,0.600000023841858,0.0,0,0,41,1399,1335,Friday,April,Sedentary,0.024709181265443237,0.0,0.012354590632721619
2873212765,2016-04-02,2214,1.49000000953674,1.49000000953674,0.0,0.0,0.0,1.49000000953674,0.0,0,0,197,1243,1559,Saturday,April,Sedentary,0.061467558788417226,0.0,0.030733779394208613
2873212765,2016-04-03,7640,5.13000011444092,5.13000011444092,0.0,0.189999997615814,0.800000011920929,4.15000009536743,0.0,3,15,315,1107,1845,Sunday,April,Moderately Active,0.21211027513256892,0.014285714285714285,0.1131979947091416
2873212765,2016-04-04,9713,6.53000020980835,6.53000020980835,0.0,0.340000003576279,0.889999985694885,5.28999996185303,0.0,6,24,355,1055,2046,Monday,April,Moderately Active,0.26966323329353953,0.02857142857142857,0.14911733093248405
2873212765,2016-04-05,8432,5.67000007629395,5.67000007629395,0.0,0.0,0.0,5.65000009536743,0.0099999997764825,0,0,374,1066,1953,Tuesday,April,Moderately Active,0.23409867014631167,0.0,0.11704933507315583
2873212765,2016-04-06,7350,4.94000005722046,4.94000005722046,0.0,0.0,0.0,4.94000005722046,0.0,0,0,382,1058,1910,Wednesday,April,Moderately Active,0.20405896887753686,0.0,0.10202948443876843
2873212765,2016-04-07,9353,6.30999994277954,6.30999994277954,0.0,0.370000004768372,0.689999997615814,5.23999977111816,0.0,5,17,363,1055,2035,Thursday,April,Moderately Active,0.2596685082872928,0.023809523809523808,0.14173901604840833
